id	name	kind
Gene::105379630	LOC105379630	Gene
Gene::105379641	LOC105379641	Gene
Gene::105379645	LOC105379645	Gene
Gene::105379648	LOC105379648	Gene
Gene::105379650	LOC105379650	Gene
Gene::105379652	LOC105379652	Gene
Gene::105379654	LOC105379654	Gene
Gene::105379658	LOC105379658	Gene
Gene::105379660	LOC105379660	Gene
Gene::105379662	LOC105379662	Gene
Gene::105379665	LOC105379665	Gene
Gene::105379667	LOC105379667	Gene
Gene::105379672	LOC105379672	Gene
Gene::105379681	LOC105379681	Gene
Gene::105379689	LOC105379689	Gene
Gene::105379699	LOC105379699	Gene
Gene::105379702	LOC105379702	Gene
Gene::105379704	LOC105379704	Gene
Gene::105379707	LOC105379707	Gene
Gene::105379716	LOC105379716	Gene
Gene::105379727	LOC105379727	Gene
Gene::105379728	LOC105379728	Gene
Gene::105379734	LOC105379734	Gene
Gene::105379735	LOC105379735	Gene
Gene::105379739	LOC105379739	Gene
Gene::105379752	LOC105379752	Gene
Gene::105379760	LOC105379760	Gene
Gene::105379762	LOC105379762	Gene
Gene::105379770	LOC105379770	Gene
Gene::105379779	LOC105379779	Gene
Gene::105379785	LOC105379785	Gene
Gene::105379786	LOC105379786	Gene
Gene::105379798	LOC105379798	Gene
Gene::105379799	LOC105379799	Gene
Gene::105379800	LOC105379800	Gene
Gene::105379829	LOC105379829	Gene
Gene::105379836	LOC105379836	Gene
Gene::105379840	LOC105379840	Gene
Gene::105379842	LOC105379842	Gene
Gene::105379857	LOC105379857	Gene
Gene::105379861	LOC105379861	Gene
Gene::105379865	LOC105379865	Gene
Gene::105379874	LOC105379874	Gene
Gene::105379878	LOC105379878	Gene
Gene::105379886	LOC105379886	Gene
Gene::10538	BATF	Gene
Gene::10539	GLRX3	Gene
Gene::1054	CEBPG	Gene
Gene::10540	DCTN2	Gene
Gene::10541	ANP32B	Gene
Gene::10542	LAMTOR5	Gene
Gene::10544	PROCR	Gene
Gene::10548	TM9SF1	Gene
Gene::10549	PRDX4	Gene
Gene::10550	ARL6IP5	Gene
Gene::10551	AGR2	Gene
Gene::10552	ARPC1A	Gene
Gene::10553	HTATIP2	Gene
Gene::10554	AGPAT1	Gene
Gene::10555	AGPAT2	Gene
Gene::10556	RPP30	Gene
Gene::10557	RPP38	Gene
Gene::10558	SPTLC1	Gene
Gene::10559	SLC35A1	Gene
Gene::1056	CEL	Gene
Gene::10560	SLC19A2	Gene
Gene::10561	IFI44	Gene
Gene::10562	OLFM4	Gene
Gene::10563	CXCL13	Gene
Gene::10564	ARFGEF2	Gene
Gene::10565	ARFGEF1	Gene
Gene::10566	AKAP3	Gene
Gene::10567	RABAC1	Gene
Gene::10568	SLC34A2	Gene
Gene::10569	SLU7	Gene
Gene::10570	DPYSL4	Gene
Gene::10572	SIVA1	Gene
Gene::10573	MRPL28	Gene
Gene::10574	CCT7	Gene
Gene::10575	CCT4	Gene
Gene::10576	CCT2	Gene
Gene::10577	NPC2	Gene
Gene::10578	GNLY	Gene
Gene::10579	TACC2	Gene
Gene::1058	CENPA	Gene
Gene::10580	SORBS1	Gene
Gene::10581	IFITM2	Gene
Gene::10584	COLEC10	Gene
Gene::10585	POMT1	Gene
Gene::10586	MAB21L2	Gene
Gene::10587	TXNRD2	Gene
Gene::10588	MTHFS	Gene
Gene::10589	DRAP1	Gene
Gene::1059	CENPB	Gene
Gene::10590	SCGN	Gene
Gene::10591	DNPH1	Gene
Gene::10592	SMC2	Gene
Gene::10594	PRPF8	Gene
Gene::10595	ERN2	Gene
Gene::10598	AHSA1	Gene
Gene::10599	SLCO1B1	Gene
Gene::1060	CENPC	Gene
Gene::10600	USP16	Gene
Gene::10602	CDC42EP3	Gene
Gene::10603	SH2B2	Gene
Gene::10605	PAIP1	Gene
Gene::10606	PAICS	Gene
Gene::10607	TBL3	Gene
Gene::10608	MXD4	Gene
Gene::10609	P3H4	Gene
Gene::10610	ST6GALNAC2	Gene
Gene::10611	PDLIM5	Gene
Gene::10612	TRIM3	Gene
Gene::10613	ERLIN1	Gene
Gene::10614	HEXIM1	Gene
Gene::10615	SPAG5	Gene
Gene::10616	RBCK1	Gene
Gene::10617	STAMBP	Gene
Gene::10618	TGOLN2	Gene
Gene::1062	CENPE	Gene
Gene::10620	ARID3B	Gene
Gene::10621	POLR3F	Gene
Gene::10622	POLR3G	Gene
Gene::10623	POLR3C	Gene
Gene::10625	IVNS1ABP	Gene
Gene::10626	TRIM16	Gene
Gene::10627	MYL12A	Gene
Gene::10628	TXNIP	Gene
Gene::10629	TAF6L	Gene
Gene::1063	CENPF	Gene
Gene::10630	PDPN	Gene
Gene::10631	POSTN	Gene
Gene::10632	ATP5L	Gene
Gene::10633	RASL10A	Gene
Gene::10634	GAS2L1	Gene
Gene::10635	RAD51AP1	Gene
Gene::10636	RGS14	Gene
Gene::10637	LEFTY1	Gene
Gene::10638	SPHAR	Gene
Gene::10640	EXOC5	Gene
Gene::10641	NPRL2	Gene
Gene::10642	IGF2BP1	Gene
Gene::10643	IGF2BP3	Gene
Gene::10644	IGF2BP2	Gene
Gene::10645	CAMKK2	Gene
Gene::10647	SCGB1D2	Gene
Gene::10648	SCGB1D1	Gene
Gene::10650	SLMO1	Gene
Gene::10651	MTX2	Gene
Gene::10652	YKT6	Gene
Gene::10653	SPINT2	Gene
Gene::10654	PMVK	Gene
Gene::10655	DMRT2	Gene
Gene::10656	KHDRBS3	Gene
Gene::10657	KHDRBS1	Gene
Gene::10658	CELF1	Gene
Gene::10659	CELF2	Gene
Gene::1066	CES1	Gene
Gene::10660	LBX1	Gene
Gene::10661	KLF1	Gene
Gene::10663	CXCR6	Gene
Gene::10664	CTCF	Gene
Gene::10665	C6orf10	Gene
Gene::10666	CD226	Gene
Gene::10667	FARS2	Gene
Gene::10668	CGRRF1	Gene
Gene::10669	CGREF1	Gene
Gene::10670	RRAGA	Gene
Gene::10671	DCTN6	Gene
Gene::10672	GNA13	Gene
Gene::10673	TNFSF13B	Gene
Gene::10675	CSPG5	Gene
Gene::10677	AVIL	Gene
Gene::10678	B3GNT2	Gene
Gene::1068	CETN1	Gene
Gene::10681	GNB5	Gene
Gene::10682	EBP	Gene
Gene::10683	DLL3	Gene
Gene::10686	CLDN16	Gene
Gene::10687	PNMA2	Gene
Gene::10688	CRSP5	Gene
Gene::1069	CETN2	Gene
Gene::10690	FUT9	Gene
Gene::10691	GMEB1	Gene
Gene::10692	RRH	Gene
Gene::10693	CCT6B	Gene
Gene::10694	CCT8	Gene
Gene::10695	CNPY3	Gene
Gene::10699	CORIN	Gene
Gene::107	ADCY1	Gene
Gene::1070	CETN3	Gene
Gene::1071	CETP	Gene
Gene::10712	FAM189B	Gene
Gene::10713	USP39	Gene
Gene::10714	POLD3	Gene
Gene::10715	CERS1	Gene
Gene::10716	TBR1	Gene
Gene::10717	AP4B1	Gene
Gene::10718	NRG3	Gene
Gene::1072	CFL1	Gene
Gene::10720	UGT2B11	Gene
Gene::10721	POLQ	Gene
Gene::10723	SLC12A7	Gene
Gene::10724	MGEA5	Gene
Gene::10725	NFAT5	Gene
Gene::10726	NUDC	Gene
Gene::10728	PTGES3	Gene
Gene::1073	CFL2	Gene
Gene::10730	YME1L1	Gene
Gene::10732	TCFL5	Gene
Gene::10733	PLK4	Gene
Gene::10734	STAG3	Gene
Gene::10735	STAG2	Gene
Gene::10736	SIX2	Gene
Gene::10738	RFPL3	Gene
Gene::10739	RFPL2	Gene
Gene::10741	RBBP9	Gene
Gene::10742	RAI2	Gene
Gene::10743	RAI1	Gene
Gene::10744	PTTG2	Gene
Gene::10745	PHTF1	Gene
Gene::10746	MAP3K2	Gene
Gene::10747	MASP2	Gene
Gene::10749	KIF1C	Gene
Gene::1075	CTSC	Gene
Gene::10750	GRAP	Gene
Gene::10752	CHL1	Gene
Gene::10753	CAPN9	Gene
Gene::10755	GIPC1	Gene
Gene::10758	TRAF3IP2	Gene
Gene::10761	PLAC1	Gene
Gene::10762	NUP50	Gene
Gene::10763	NES	Gene
Gene::10765	KDM5B	Gene
Gene::10766	TOB2	Gene
Gene::10767	HBS1L	Gene
Gene::10768	AHCYL1	Gene
Gene::10769	PLK2	Gene
Gene::10771	ZMYND11	Gene
Gene::10772	SRSF10	Gene
Gene::10773	ZBTB6	Gene
Gene::10775	POP4	Gene
Gene::10776	ARPP19	Gene
Gene::10777	ARPP21	Gene
Gene::10780	ZNF234	Gene
Gene::10781	ZNF266	Gene
Gene::10782	ZNF274	Gene
Gene::10783	NEK6	Gene
Gene::10785	WDR4	Gene
Gene::10786	SLC17A3	Gene
Gene::10787	NCKAP1	Gene
Gene::10788	IQGAP2	Gene
Gene::10791	VAMP5	Gene
Gene::10793	ZNF273	Gene
Gene::10794	ZNF460	Gene
Gene::10795	ZNF268	Gene
Gene::10797	MTHFD2	Gene
Gene::10798	OR5I1	Gene
Gene::10799	RPP40	Gene
Gene::108	ADCY2	Gene
Gene::1080	CFTR	Gene
Gene::10800	CYSLTR1	Gene
Gene::10801	SEPT9	Gene
Gene::10802	SEC24A	Gene
Gene::10803	CCR9	Gene
Gene::10804	GJB6	Gene
Gene::10806	SDCCAG8	Gene
Gene::10807	SDCCAG3	Gene
Gene::10808	HSPH1	Gene
Gene::10809	STARD10	Gene
Gene::1081	CGA	Gene
Gene::10810	WASF3	Gene
Gene::10811	NOXA1	Gene
Gene::10813	UTP14A	Gene
Gene::10814	CPLX2	Gene
Gene::10815	CPLX1	Gene
Gene::10816	SPINT3	Gene
Gene::10817	FRS3	Gene
Gene::10818	FRS2	Gene
Gene::1082	CGB	Gene
Gene::10825	NEU3	Gene
Gene::10826	FAXDC2	Gene
Gene::10827	FAM114A2	Gene
Gene::10838	ZNF275	Gene
Gene::1084	CEACAM3	Gene
Gene::10840	ALDH1L1	Gene
Gene::10841	FTCD	Gene
Gene::10842	PPP1R17	Gene
Gene::10844	TUBGCP2	Gene
Gene::10845	CLPX	Gene
Gene::10846	PDE10A	Gene
Gene::10847	SRCAP	Gene
Gene::10848	PPP1R13L	Gene
Gene::10849	CD3EAP	Gene
Gene::10850	CCL27	Gene
Gene::10855	HPSE	Gene
Gene::10856	RUVBL2	Gene
Gene::10857	PGRMC1	Gene
Gene::10858	CYP46A1	Gene
Gene::10859	LILRB1	Gene
Gene::10861	SLC26A1	Gene
Gene::10863	ADAM28	Gene
Gene::10864	SLC22A7	Gene
Gene::10865	ARID5A	Gene
Gene::10867	TSPAN9	Gene
Gene::10868	USP20	Gene
Gene::10869	USP19	Gene
Gene::1087	CEACAM7	Gene
Gene::10870	HCST	Gene
Gene::10871	CD300C	Gene
Gene::10873	ME3	Gene
Gene::10874	NMU	Gene
Gene::10875	FGL2	Gene
Gene::10876	EDDM3A	Gene
Gene::10877	CFHR4	Gene
Gene::10878	CFHR3	Gene
Gene::10879	SMR3B	Gene
Gene::1088	CEACAM8	Gene
Gene::10880	ACTL7B	Gene
Gene::10881	ACTL7A	Gene
Gene::10882	C1QL1	Gene
Gene::10884	MRPS30	Gene
Gene::10885	WDR3	Gene
Gene::10886	NPFFR2	Gene
Gene::10887	PROKR1	Gene
Gene::10888	GPR83	Gene
Gene::1089	CEACAM4	Gene
Gene::10890	RAB10	Gene
Gene::10891	PPARGC1A	Gene
Gene::10892	MALT1	Gene
Gene::10893	MMP24	Gene
Gene::10894	LYVE1	Gene
Gene::10896	OCLM	Gene
Gene::10897	YIF1A	Gene
Gene::10898	CPSF4	Gene
Gene::10899	JTB	Gene
Gene::109	ADCY3	Gene
Gene::10900	RUNDC3A	Gene
Gene::10901	DHRS4	Gene
Gene::10902	BRD8	Gene
Gene::10903	MTMR11	Gene
Gene::10904	BLCAP	Gene
Gene::10905	MAN1A2	Gene
Gene::10906	TRAFD1	Gene
Gene::10907	TXNL4A	Gene
Gene::10908	PNPLA6	Gene
Gene::10910	SUGT1	Gene
Gene::10911	UTS2	Gene
Gene::10912	GADD45G	Gene
Gene::10913	EDAR	Gene
Gene::10914	PAPOLA	Gene
Gene::10915	TCERG1	Gene
Gene::10916	MAGED2	Gene
Gene::10917	BTNL3	Gene
Gene::10919	EHMT2	Gene
Gene::10920	COPS8	Gene
Gene::10921	RNPS1	Gene
Gene::10922	FASTK	Gene
Gene::10923	SUB1	Gene
Gene::10924	SMPDL3A	Gene
Gene::10926	DBF4	Gene
Gene::10927	SPIN1	Gene
Gene::10928	RALBP1	Gene
Gene::10929	SRSF8	Gene
Gene::10930	APOBEC2	Gene
Gene::10933	MORF4L1	Gene
Gene::10935	PRDX3	Gene
Gene::10936	GPR75	Gene
Gene::10938	EHD1	Gene
Gene::10939	AFG3L2	Gene
Gene::10940	POP1	Gene
Gene::10941	UGT2A1	Gene
Gene::10942	PRSS21	Gene
Gene::10943	MSL3	Gene
Gene::10944	C11orf58	Gene
Gene::10945	KDELR1	Gene
Gene::10946	SF3A3	Gene
Gene::10947	AP3M2	Gene
Gene::10948	STARD3	Gene
Gene::10949	HNRNPA0	Gene
Gene::10950	BTG3	Gene
Gene::10951	CBX1	Gene
Gene::10952	SEC61B	Gene
Gene::10953	TOMM34	Gene
Gene::10954	PDIA5	Gene
Gene::10955	SERINC3	Gene
Gene::10956	OS9	Gene
Gene::10957	PNRC1	Gene
Gene::10959	TMED2	Gene
Gene::10960	LMAN2	Gene
Gene::10961	ERP29	Gene
Gene::10962	MLLT11	Gene
Gene::10963	STIP1	Gene
Gene::10964	IFI44L	Gene
Gene::10965	ACOT2	Gene
Gene::10966	RAB40B	Gene
Gene::10969	EBNA1BP2	Gene
Gene::10970	CKAP4	Gene
Gene::10971	YWHAQ	Gene
Gene::10972	TMED10	Gene
Gene::10973	ASCC3	Gene
Gene::10974	ADIRF	Gene
Gene::10975	UQCR11	Gene
Gene::10978	CLP1	Gene
Gene::10979	FERMT2	Gene
Gene::10980	COPS6	Gene
Gene::10981	RAB32	Gene
Gene::10982	MAPRE2	Gene
Gene::10983	CCNI	Gene
Gene::10985	GCN1L1	Gene
Gene::10987	COPS5	Gene
Gene::10988	METAP2	Gene
Gene::10989	IMMT	Gene
Gene::10990	LILRB5	Gene
Gene::10991	SLC38A3	Gene
Gene::10992	SF3B2	Gene
Gene::10993	SDS	Gene
Gene::10994	ILVBL	Gene
Gene::10998	SLC27A5	Gene
Gene::10999	SLC27A4	Gene
Gene::11000	SLC27A3	Gene
Gene::11001	SLC27A2	Gene
Gene::11004	KIF2C	Gene
Gene::11005	SPINK5	Gene
Gene::11006	LILRB4	Gene
Gene::11007	CCDC85B	Gene
Gene::11009	IL24	Gene
Gene::1101	CHAD	Gene
Gene::11010	GLIPR1	Gene
Gene::11011	TLK2	Gene
Gene::11012	KLK11	Gene
Gene::11013	TMSB15A	Gene
Gene::11014	KDELR2	Gene
Gene::11015	KDELR3	Gene
Gene::11016	ATF7	Gene
Gene::11017	SNRNP27	Gene
Gene::11018	TMED1	Gene
Gene::11019	LIAS	Gene
Gene::1102	RCBTB2	Gene
Gene::11020	IFT27	Gene
Gene::11021	RAB35	Gene
Gene::11022	TDRKH	Gene
Gene::11023	VAX1	Gene
Gene::11024	LILRA1	Gene
Gene::11025	LILRB3	Gene
Gene::11026	LILRA3	Gene
Gene::11027	LILRA2	Gene
Gene::1103	CHAT	Gene
Gene::11030	RBPMS	Gene
Gene::11031	RAB31	Gene
Gene::11033	ADAP1	Gene
Gene::11034	DSTN	Gene
Gene::11035	RIPK3	Gene
Gene::11036	GTF2A1L	Gene
Gene::11037	STON1	Gene
Gene::1104	RCC1	Gene
Gene::11040	PIM2	Gene
Gene::11041	B4GAT1	Gene
Gene::11043	MID2	Gene
Gene::11044	PAPD7	Gene
Gene::11045	UPK1A	Gene
Gene::11046	SLC35D2	Gene
Gene::11047	ADRM1	Gene
Gene::1105	CHD1	Gene
Gene::11051	NUDT21	Gene
Gene::11052	CPSF6	Gene
Gene::11054	OGFR	Gene
Gene::11055	ZPBP	Gene
Gene::11056	DDX52	Gene
Gene::11057	ABHD2	Gene
Gene::11059	WWP1	Gene
Gene::1106	CHD2	Gene
Gene::11060	WWP2	Gene
Gene::11061	LECT1	Gene
Gene::11062	DUS4L	Gene
Gene::11063	SOX30	Gene
Gene::11064	CNTRL	Gene
Gene::11065	UBE2C	Gene
Gene::11066	SNRNP35	Gene
Gene::11067	C10orf10	Gene
Gene::11068	CYB561D2	Gene
Gene::11069	RAPGEF4	Gene
Gene::1107	CHD3	Gene
Gene::11070	TMEM115	Gene
Gene::11072	DUSP14	Gene
Gene::11073	TOPBP1	Gene
Gene::11074	TRIM31	Gene
Gene::11075	STMN2	Gene
Gene::11076	TPPP	Gene
Gene::11077	HSF2BP	Gene
Gene::11078	TRIOBP	Gene
Gene::11079	RER1	Gene
Gene::1108	CHD4	Gene
Gene::11080	DNAJB4	Gene
Gene::11081	KERA	Gene
Gene::11082	ESM1	Gene
Gene::11083	DIDO1	Gene
Gene::11085	ADAM30	Gene
Gene::11086	ADAM29	Gene
Gene::1109	AKR1C4	Gene
Gene::11091	WDR5	Gene
Gene::11092	C9orf9	Gene
Gene::11093	ADAMTS13	Gene
Gene::11094	CACFD1	Gene
Gene::11095	ADAMTS8	Gene
Gene::11096	ADAMTS5	Gene
Gene::11097	NUPL2	Gene
Gene::11098	PRSS23	Gene
Gene::11099	PTPN21	Gene
Gene::111	ADCY5	Gene
Gene::11100	HNRNPUL1	Gene
Gene::11101	ATE1	Gene
Gene::11102	RPP14	Gene
Gene::11103	KRR1	Gene
Gene::11104	KATNA1	Gene
Gene::11105	PRDM7	Gene
Gene::11107	PRDM5	Gene
Gene::11108	PRDM4	Gene
Gene::1111	CHEK1	Gene
Gene::11112	HIBADH	Gene
Gene::11113	CIT	Gene
Gene::11116	FGFR1OP	Gene
Gene::11117	EMILIN1	Gene
Gene::11118	BTN3A2	Gene
Gene::11119	BTN3A1	Gene
Gene::1112	FOXN3	Gene
Gene::11120	BTN2A1	Gene
Gene::11122	PTPRT	Gene
Gene::11123	RCAN3	Gene
Gene::11124	FAF1	Gene
Gene::11126	CD160	Gene
Gene::11127	KIF3A	Gene
Gene::11128	POLR3A	Gene
Gene::11129	CLASRP	Gene
Gene::1113	CHGA	Gene
Gene::11130	ZWINT	Gene
Gene::11131	CAPN11	Gene
Gene::11132	CAPN10	Gene
Gene::11133	KPTN	Gene
Gene::11135	CDC42EP1	Gene
Gene::11136	SLC7A9	Gene
Gene::11137	PWP1	Gene
Gene::11138	TBC1D8	Gene
Gene::1114	CHGB	Gene
Gene::11140	CDC37	Gene
Gene::11141	IL1RAPL1	Gene
Gene::11142	PKIG	Gene
Gene::11143	KAT7	Gene
Gene::11144	DMC1	Gene
Gene::11145	PLA2G16	Gene
Gene::11146	GLMN	Gene
Gene::11147	HHLA3	Gene
Gene::11148	HHLA2	Gene
Gene::11149	BVES	Gene
Gene::11151	CORO1A	Gene
Gene::11152	WDR45	Gene
Gene::11153	FICD	Gene
Gene::11154	AP4S1	Gene
Gene::11155	LDB3	Gene
Gene::11156	PTP4A3	Gene
Gene::11157	LSM6	Gene
Gene::11158	RABL2B	Gene
Gene::11159	RABL2A	Gene
Gene::1116	CHI3L1	Gene
Gene::11160	ERLIN2	Gene
Gene::11161	C14orf1	Gene
Gene::11162	NUDT6	Gene
Gene::11163	NUDT4	Gene
Gene::11164	NUDT5	Gene
Gene::11165	NUDT3	Gene
Gene::11166	SOX21	Gene
Gene::11167	FSTL1	Gene
Gene::11168	PSIP1	Gene
Gene::11169	WDHD1	Gene
Gene::1117	CHI3L2	Gene
Gene::11170	FAM107A	Gene
Gene::11171	STRAP	Gene
Gene::11172	INSL6	Gene
Gene::11173	ADAMTS7	Gene
Gene::11174	ADAMTS6	Gene
Gene::11176	BAZ2A	Gene
Gene::11177	BAZ1A	Gene
Gene::11178	LZTS1	Gene
Gene::11179	ZNF277	Gene
Gene::1118	CHIT1	Gene
Gene::11180	WDR6	Gene
Gene::11181	TREH	Gene
Gene::11182	SLC2A6	Gene
Gene::11183	MAP4K5	Gene
Gene::11184	MAP4K1	Gene
Gene::11185	INMT	Gene
Gene::11186	RASSF1	Gene
Gene::11187	PKP3	Gene
Gene::11188	NISCH	Gene
Gene::11189	CELF3	Gene
Gene::1119	CHKA	Gene
Gene::11190	CEP250	Gene
Gene::11193	WBP4	Gene
Gene::11194	ABCB8	Gene
Gene::11196	SEC23IP	Gene
Gene::11197	WIF1	Gene
Gene::11198	SUPT16H	Gene
Gene::11199	ANXA10	Gene
Gene::112	ADCY6	Gene
Gene::1120	CHKB	Gene
Gene::11200	CHEK2	Gene
Gene::11201	POLI	Gene
Gene::11202	KLK8	Gene
Gene::1121	CHM	Gene
Gene::11211	FZD10	Gene
Gene::11212	PROSC	Gene
Gene::11213	IRAK3	Gene
Gene::11214	AKAP13	Gene
Gene::11215	AKAP11	Gene
Gene::11216	AKAP10	Gene
Gene::11217	AKAP2	Gene
Gene::11218	DDX20	Gene
Gene::11219	TREX2	Gene
Gene::1122	CHML	Gene
Gene::11221	DUSP10	Gene
Gene::11222	MRPL3	Gene
Gene::11223	MST1L	Gene
Gene::11224	RPL35	Gene
Gene::11226	GALNT6	Gene
Gene::11227	GALNT5	Gene
Gene::11228	RASSF8	Gene
Gene::1123	CHN1	Gene
Gene::11230	PRAF2	Gene
Gene::11231	SEC63	Gene
Gene::11232	POLG2	Gene
Gene::11234	HPS5	Gene
Gene::11235	PDCD10	Gene
Gene::11236	RNF139	Gene
Gene::11237	RNF24	Gene
Gene::11238	CA5B	Gene
Gene::112398	EGLN2	Gene
Gene::112399	EGLN3	Gene
Gene::1124	CHN2	Gene
Gene::11240	PADI2	Gene
Gene::112401	BIRC8	Gene
Gene::11243	PMF1	Gene
Gene::11244	ZHX1	Gene
Gene::11245	GPR176	Gene
Gene::112464	PRKCDBP	Gene
Gene::11247	NXPH4	Gene
Gene::112476	PRRT2	Gene
Gene::112479	ERI2	Gene
Gene::11248	NXPH3	Gene
Gene::112483	SAT2	Gene
Gene::112487	DTD2	Gene
Gene::11249	NXPH2	Gene
Gene::112495	GTF3C6	Gene
Gene::11250	GPR45	Gene
Gene::11251	PTGDR2	Gene
Gene::11252	PACSIN2	Gene
Gene::11253	MAN1B1	Gene
Gene::11254	SLC6A14	Gene
Gene::11255	HRH3	Gene
Gene::112574	SNX18	Gene
Gene::11258	DCTN3	Gene
Gene::11259	FILIP1L	Gene
Gene::11260	XPOT	Gene
Gene::112609	MRAP2	Gene
Gene::11261	CHP1	Gene
Gene::112611	RWDD2A	Gene
Gene::112616	CMTM7	Gene
Gene::11262	SP140	Gene
Gene::11264	PXMP4	Gene
Gene::11266	DUSP12	Gene
Gene::11267	SNF8	Gene
Gene::11269	DDX19B	Gene
Gene::11270	NRM	Gene
Gene::112703	FAM71E1	Gene
Gene::112714	TUBA3E	Gene
Gene::11272	PRR4	Gene
Gene::112724	RDH13	Gene
Gene::11273	ATXN2L	Gene
Gene::11274	USP18	Gene
Gene::112744	IL17F	Gene
Gene::11275	KLHL2	Gene
Gene::112752	IFT43	Gene
Gene::112755	STX1B	Gene
Gene::11276	SYNRG	Gene
Gene::11277	TREX1	Gene
Gene::112770	GLMP	Gene
Gene::11278	KLF12	Gene
Gene::11279	KLF8	Gene
Gene::1128	CHRM1	Gene
Gene::11280	SCN11A	Gene
Gene::112802	KRT71	Gene
Gene::11281	POU6F2	Gene
Gene::112812	FDX1L	Gene
Gene::112817	HOGA1	Gene
Gene::11282	MGAT4B	Gene
Gene::11283	CYP4F8	Gene
Gene::11284	PNKP	Gene
Gene::112840	WDR89	Gene
Gene::112849	L3HYPDH	Gene
Gene::11285	B4GALT7	Gene
Gene::112858	TP53RK	Gene
Gene::112869	CCDC101	Gene
Gene::112885	PHF21B	Gene
Gene::1129	CHRM2	Gene
Gene::112936	VPS26B	Gene
Gene::112937	GLB1L3	Gene
Gene::112939	NACC1	Gene
Gene::112942	CFAP36	Gene
Gene::112950	MED8	Gene
Gene::112970	KTI12	Gene
Gene::113	ADCY7	Gene
Gene::1130	LYST	Gene
Gene::113000	RPUSD1	Gene
Gene::113026	PLCD3	Gene
Gene::11309	SLCO2B1	Gene
Gene::113091	PTH2	Gene
Gene::1131	CHRM3	Gene
Gene::11311	VPS45	Gene
Gene::113115	MTFR2	Gene
Gene::11313	LYPLA2	Gene
Gene::113130	CDCA5	Gene
Gene::11314	CD300A	Gene
Gene::113146	AHNAK2	Gene
Gene::11315	PARK7	Gene
Gene::11316	COPE	Gene
Gene::11317	RBPJL	Gene
Gene::113174	SAAL1	Gene
Gene::113177	IZUMO4	Gene
Gene::113178	SCAMP4	Gene
Gene::113179	ADAT3	Gene
Gene::11318	GPR182	Gene
Gene::113189	CHST14	Gene
Gene::11319	ECD	Gene
Gene::1132	CHRM4	Gene
Gene::11320	MGAT4A	Gene
Gene::113201	CASC4	Gene
Gene::11321	GPN1	Gene
Gene::11322	TMC6	Gene
Gene::113220	KIF12	Gene
Gene::113230	LOC113230	Gene
Gene::113235	SLC46A1	Gene
Gene::113246	C12orf57	Gene
Gene::11325	DDX42	Gene
Gene::113251	LARP4	Gene
Gene::11326	VSIG4	Gene
Gene::113263	GLCCI1	Gene
Gene::113277	TMEM106A	Gene
Gene::113278	SLC52A3	Gene
Gene::11328	FKBP9	Gene
Gene::11329	STK38	Gene
Gene::1133	CHRM5	Gene
Gene::11330	CTRC	Gene
Gene::11331	PHB2	Gene
Gene::11332	ACOT7	Gene
Gene::11333	PDAP1	Gene
Gene::11334	TUSC2	Gene
Gene::11335	CBX3	Gene
Gene::11336	EXOC3	Gene
Gene::11337	GABARAP	Gene
Gene::11338	U2AF2	Gene
Gene::11339	OIP5	Gene
Gene::1134	CHRNA1	Gene
Gene::11340	EXOSC8	Gene
Gene::113402	SFT2D1	Gene
Gene::11341	SCRG1	Gene
Gene::113419	TEX261	Gene
Gene::11342	RNF13	Gene
Gene::11343	MGLL	Gene
Gene::11344	TWF2	Gene
Gene::113444	SMIM12	Gene
Gene::11345	GABARAPL2	Gene
Gene::113451	AZIN2	Gene
Gene::113452	TMEM54	Gene
Gene::113457	TUBA3D	Gene
Gene::11346	SYNPO	Gene
Gene::1135	CHRNA2	Gene
Gene::113510	HELQ	Gene
Gene::113540	CMTM1	Gene
Gene::1136	CHRNA3	Gene
Gene::113612	CYP2U1	Gene
Gene::113622	ADPRHL1	Gene
Gene::113655	MFSD3	Gene
Gene::113675	SDSL	Gene
Gene::1137	CHRNA4	Gene
Gene::113730	KLHDC7B	Gene
Gene::113746	ODF3	Gene
Gene::113763	ZBED6CL	Gene
Gene::113791	PIK3IP1	Gene
Gene::1138	CHRNA5	Gene
Gene::113802	HENMT1	Gene
Gene::113828	FAM83F	Gene
Gene::113829	SLC35A4	Gene
Gene::113835	ZNF257	Gene
Gene::113878	DTX2	Gene
Gene::1139	CHRNA7	Gene
Gene::114	ADCY8	Gene
Gene::1140	CHRNB1	Gene
Gene::114026	ZIM3	Gene
Gene::114034	TOE1	Gene
Gene::114049	WBSCR22	Gene
Gene::114088	TRIM9	Gene
Gene::1141	CHRNB2	Gene
Gene::114112	TXNRD3	Gene
Gene::114131	UCN3	Gene
Gene::114132	SIGLEC11	Gene
Gene::114134	SLC2A13	Gene
Gene::1142	CHRNB3	Gene
Gene::114294	LACTB	Gene
Gene::114299	PALM2	Gene
Gene::1143	CHRNB4	Gene
Gene::114327	EFHC1	Gene
Gene::114335	CGB1	Gene
Gene::114336	CGB2	Gene
Gene::1144	CHRND	Gene
Gene::1145	CHRNE	Gene
Gene::114548	NLRP3	Gene
Gene::114569	MAL2	Gene
Gene::114571	SLC22A9	Gene
Gene::1146	CHRNG	Gene
Gene::114609	TIRAP	Gene
Gene::114625	ERMAP	Gene
Gene::114659	LRRC37B	Gene
Gene::1147	CHUK	Gene
Gene::114757	CYGB	Gene
